user_0435,query_2884,0.32
user_0034,query_0118,0.99
user_0455,query_0004,0.64
user_0348,query_2839,0.09
user_0324,query_2105,0.81
user_0057,query_4414,0.56
user_0464,query_4911,0.84
user_0003,query_2147,0.08
user_0384,query_0548,0.74
user_0258,query_2333,0.42
user_0398,query_0266,0.97
user_0332,query_1825,0.36
user_0280,query_2089,0.41
user_0231,query_2530,0.57
user_0219,query_4861,0.25
user_0176,query_4538,0.44
user_0040,query_3632,0.8
user_0363,query_2642,0.75
user_0265,query_3003,0.8
user_0093,query_3480,0.49
user_0360,query_4665,0.81
user_0315,query_4815,0.9
user_0259,query_3912,0.68
user_0196,query_1051,0.72
user_0484,query_3895,0.53
user_0181,query_1191,0.36
user_0104,query_4173,0.35
user_0483,query_3937,0.14
user_0463,query_2446,0.36
user_0300,query_0934,0.61
user_0070,query_0642,0.42
user_0124,query_0758,0.21
user_0460,query_2511,0.58
user_0177,query_1722,0.71
user_0304,query_3369,0.17
user_0061,query_0522,0.34
user_0208,query_2333,1.0
user_0302,query_0057,0.33
user_0314,query_2927,0.43
user_0355,query_4671,0.57
user_0482,query_2977,0.77
user_0121,query_4905,0.39
user_0004,query_3701,0.91
user_0300,query_0790,0.27
user_0332,query_4207,0.9
user_0232,query_1954,0.16
user_0115,query_3886,1.0
user_0122,query_2859,0.58
user_0068,query_1274,0.45
user_0152,query_1602,0.04
user_0293,query_4148,0.38
user_0034,query_0128,0.27
user_0219,query_1206,0.83
user_0105,query_1270,0.64
user_0341,query_2980,0.7
user_0119,query_3115,0.04
user_0121,query_2555,0.43
user_0249,query_2976,0.12
user_0071,query_3982,0.15
user_0465,query_3429,0.59
user_0138,query_2379,0.31
user_0361,query_4653,0.83
user_0048,query_1659,0.09
user_0288,query_0274,0.72
user_0321,query_0535,0.28
user_0244,query_0021,0.66
user_0125,query_0494,0.97
user_0368,query_2693,0.1
user_0447,query_0126,0.9
user_0404,query_3584,0.48
user_0155,query_0263,0.8
user_0448,query_3956,0.77
user_0025,query_1265,0.81
user_0231,query_2792,0.51
user_0199,query_1461,0.65
user_0109,query_3645,0.78
user_0174,query_3287,0.01
user_0272,query_2546,0.9
user_0191,query_1576,0.02
user_0332,query_2513,0.63
user_0421,query_0159,0.58
user_0128,query_4568,0.45
user_0384,query_1335,0.25
user_0307,query_2316,0.83
user_0343,query_4064,0.72
user_0459,query_4071,0.28
user_0260,query_4275,0.28
user_0193,query_0897,0.59
user_0164,query_0166,0.82
user_0479,query_2111,0.31
user_0222,query_2257,0.68
user_0438,query_4119,0.31
user_0482,query_0749,0.31
user_0355,query_4924,0.97
user_0466,query_1012,0.87
user_0380,query_2698,0.73
user_0150,query_4273,0.76
user_0285,query_2634,0.46
user_0372,query_4132,0.82
user_0177,query_3107,0.75
user_0088,query_1168,0.42
user_0447,query_3103,0.69
user_0489,query_1874,0.49
user_0127,query_1958,0.09
user_0285,query_1058,0.1
user_0417,query_3898,0.32
user_0075,query_1409,0.98
user_0009,query_3788,0.35
user_0312,query_2115,0.71
user_0471,query_4742,0.4
user_0133,query_4715,0.31
user_0071,query_0850,0.51
user_0320,query_1935,0.14
user_0110,query_1210,0.69
user_0461,query_2717,0.74
user_0265,query_4952,0.55
user_0233,query_4084,0.41
user_0366,query_2278,0.21
user_0091,query_3727,0.61
user_0318,query_1142,0.91
user_0285,query_3060,0.99
user_0114,query_1299,0.36
user_0283,query_2642,0.59
user_0392,query_0959,0.24
user_0182,query_1898,0.63
user_0172,query_3054,0.16
user_0320,query_4165,0.06
user_0020,query_0469,0.76
user_0398,query_3206,0.33
user_0323,query_0879,0.59
user_0255,query_1395,0.86
user_0205,query_2705,0.47
user_0396,query_0489,0.6
user_0088,query_2142,0.0
user_0334,query_1476,1.0
user_0352,query_0407,0.53
user_0260,query_1193,0.44
user_0055,query_0046,1.0
user_0097,query_3682,0.75
user_0249,query_0263,0.36
user_0346,query_4261,0.21
user_0096,query_2534,0.66
user_0248,query_4972,0.3
user_0403,query_1234,0.21
user_0380,query_4327,0.9
user_0269,query_4307,0.36
user_0370,query_2026,0.75
user_0364,query_4345,0.59
user_0423,query_1905,0.78
user_0147,query_1886,0.19
user_0362,query_0352,0.32
user_0482,query_0820,0.34
user_0197,query_1258,0.28
user_0414,query_3980,0.6
user_0243,query_3333,0.08
user_0050,query_4040,0.85
user_0004,query_1696,0.4
user_0481,query_4962,0.56
user_0463,query_4423,0.71
user_0428,query_1436,0.84
user_0165,query_2058,0.29
user_0282,query_3066,0.27
user_0463,query_3400,0.03
user_0228,query_4713,0.23
user_0381,query_1092,0.06
user_0060,query_3930,0.04
user_0441,query_2970,0.49
user_0496,query_3321,0.34
user_0120,query_2319,0.64
user_0058,query_0014,0.53
user_0039,query_1942,0.15
user_0037,query_4968,0.86
user_0113,query_4536,0.05
user_0277,query_4916,0.96
user_0469,query_0937,0.15
user_0447,query_1204,0.77
user_0034,query_2121,0.85
user_0284,query_1538,0.77
user_0046,query_0692,0.64
user_0352,query_1054,0.47
user_0460,query_1851,0.92
user_0340,query_3851,0.99
user_0457,query_3435,0.08
user_0226,query_1597,0.74
user_0024,query_4186,0.51
user_0326,query_1776,0.76
user_0205,query_1568,0.32
user_0019,query_0162,0.64
user_0022,query_4379,0.79
user_0070,query_3334,0.81
user_0129,query_2045,0.24
user_0228,query_1066,0.05
user_0397,query_0106,0.37
user_0205,query_0684,0.38
user_0275,query_1072,0.7
user_0358,query_2845,0.22
user_0441,query_2199,0.26
user_0022,query_3509,0.37
user_0465,query_1312,0.43
user_0487,query_2972,0.29
user_0063,query_4374,0.17
user_0201,query_4469,0.76
user_0021,query_4522,0.03
user_0274,query_0361,0.58
user_0245,query_4890,0.04
user_0177,query_3235,0.77
user_0434,query_4246,0.41
user_0456,query_0413,0.47
user_0298,query_4076,0.72
user_0090,query_2172,0.56
user_0482,query_1932,0.16
user_0455,query_4752,0.71
user_0459,query_0600,0.48
user_0431,query_2639,0.19
user_0320,query_4070,0.09
user_0488,query_4890,0.67
user_0021,query_3847,0.37
user_0053,query_1984,0.35
user_0020,query_2081,0.63
user_0487,query_0196,0.87
user_0390,query_2287,0.72
user_0370,query_1292,0.06
user_0275,query_3525,0.91
user_0369,query_2246,0.07
user_0300,query_0654,0.95
user_0319,query_3067,0.73
user_0072,query_0418,0.21
user_0455,query_3062,0.93
user_0464,query_1239,0.67
user_0364,query_0760,0.16
user_0255,query_2787,0.67
user_0111,query_1628,0.07
user_0195,query_1346,0.28
user_0431,query_0596,0.07
user_0052,query_0397,0.15
user_0158,query_1454,0.83
user_0483,query_4275,0.2
user_0125,query_1100,0.98
user_0219,query_2827,0.77
user_0301,query_3168,0.94
user_0133,query_1646,1.0
user_0169,query_0025,0.35
user_0196,query_1932,0.49
user_0383,query_0388,0.08
user_0412,query_4503,0.74
user_0376,query_1296,0.95
user_0467,query_0704,0.94
user_0015,query_0655,0.66
user_0477,query_3305,0.03
user_0255,query_4964,0.69
user_0417,query_0482,0.0
user_0378,query_2872,0.99
user_0457,query_2917,0.8
user_0379,query_1947,0.73
user_0411,query_3749,0.09
user_0404,query_3445,0.27
user_0167,query_0321,0.76
user_0202,query_0480,0.21
user_0076,query_1350,0.14
user_0447,query_3775,0.42
user_0096,query_1086,0.42
user_0008,query_3054,0.28
user_0269,query_1456,0.99
user_0288,query_4045,0.79
user_0228,query_0564,1.0
user_0320,query_1278,0.79
user_0109,query_4518,0.71
user_0129,query_0125,0.0
user_0393,query_0178,0.64
user_0363,query_1884,0.91
user_0125,query_2487,0.06
user_0407,query_4038,0.08
user_0499,query_1217,0.34
user_0445,query_0912,0.67
user_0261,query_1102,0.67
user_0057,query_0391,0.16
user_0231,query_1553,0.57
user_0274,query_2304,0.32
user_0037,query_2138,0.15
user_0276,query_2778,0.6
user_0071,query_1080,0.83
user_0111,query_2562,0.75
user_0020,query_4719,0.95
user_0366,query_4888,0.21
user_0163,query_2203,0.48
user_0421,query_3163,0.0
user_0415,query_3212,0.66
user_0005,query_4264,0.22
user_0079,query_2244,0.68
user_0484,query_1382,0.6
user_0094,query_3776,0.77
user_0461,query_4555,0.04
user_0353,query_0838,0.31
user_0004,query_3296,0.34
user_0024,query_3739,0.72
user_0039,query_3009,0.18
user_0202,query_1363,0.15
user_0324,query_3083,0.51
user_0489,query_4700,0.34
user_0247,query_2159,0.97
user_0290,query_4908,0.42
user_0067,query_3407,0.7
user_0371,query_1669,0.38
user_0350,query_0178,0.84
user_0217,query_0725,0.99
user_0238,query_4365,0.29
user_0012,query_3488,0.53
user_0402,query_1247,0.96
user_0121,query_0550,0.76
user_0383,query_3518,0.72
user_0482,query_2473,0.69
user_0492,query_4702,0.81
user_0214,query_3307,0.46
user_0092,query_4642,0.2
user_0145,query_2900,0.12
user_0174,query_3769,0.92
user_0053,query_4909,0.09
user_0244,query_2178,0.8
user_0202,query_3741,0.2
user_0199,query_2679,0.99
user_0200,query_0629,0.87
user_0356,query_2512,0.72
user_0260,query_4812,0.42
user_0274,query_4295,0.34
user_0391,query_2092,0.71
user_0365,query_3737,0.74
user_0423,query_4350,0.01
user_0070,query_3869,0.88
user_0456,query_2659,0.08
user_0059,query_1321,0.96
user_0452,query_3092,0.62
user_0289,query_2051,0.47
user_0270,query_1720,0.14
user_0251,query_2909,0.31
user_0159,query_2269,0.78
user_0189,query_2325,0.66
user_0395,query_1365,0.58
user_0472,query_3814,0.56
user_0147,query_3702,0.44
user_0177,query_0542,0.81
user_0144,query_2108,0.36
user_0197,query_2244,0.27
user_0476,query_3588,0.7
user_0358,query_1297,0.14
user_0083,query_4889,0.57
user_0214,query_4843,0.64
user_0088,query_0705,0.46
user_0412,query_0577,0.3
user_0362,query_0783,0.34
user_0380,query_4154,0.4
user_0471,query_1190,0.66
user_0353,query_0239,0.28
user_0043,query_3235,0.6
user_0176,query_4457,0.31
user_0236,query_3550,0.63
user_0374,query_1435,0.21
user_0109,query_1569,0.02
user_0493,query_3663,0.87
user_0190,query_1283,0.84
user_0182,query_4186,0.28
user_0288,query_1722,0.37
user_0500,query_3500,0.42
user_0031,query_3203,0.22
user_0013,query_0900,0.69
user_0376,query_4041,0.7
user_0077,query_3213,0.13
user_0407,query_2647,0.49
user_0079,query_0376,0.55
user_0194,query_4230,0.26
user_0254,query_0988,0.54
user_0059,query_3901,0.87
user_0036,query_0376,0.27
user_0060,query_0978,0.32
user_0058,query_1153,0.9
user_0227,query_4775,0.51
user_0201,query_3809,0.31
user_0397,query_1892,0.43
user_0126,query_3055,0.32
user_0462,query_3407,0.29
user_0276,query_2464,0.42
user_0292,query_1211,0.77
user_0232,query_0833,0.75
user_0250,query_3757,0.82
user_0037,query_4665,0.69
user_0204,query_4257,0.2
user_0355,query_2768,0.87
user_0020,query_0703,0.73
user_0383,query_2296,0.36
user_0317,query_0595,0.93
user_0083,query_1373,0.75
user_0454,query_2922,0.27
user_0318,query_0384,0.01
user_0157,query_0811,0.11
user_0153,query_2834,0.08
user_0013,query_0687,0.77
user_0362,query_1427,0.82
user_0267,query_4847,0.27
user_0272,query_0845,0.8
user_0165,query_1674,0.32
user_0178,query_2696,0.87
user_0303,query_2668,0.93
user_0388,query_1555,0.34
user_0429,query_4190,0.37
user_0047,query_0529,0.16
user_0162,query_0291,0.71
user_0061,query_3393,0.22
user_0243,query_4599,0.74
user_0054,query_4665,0.63
user_0096,query_3703,0.48
user_0398,query_2776,0.46
user_0292,query_3542,0.13
user_0227,query_4639,0.88
user_0416,query_1875,0.67
user_0349,query_1776,0.21
user_0383,query_3577,0.09
user_0199,query_1899,0.98
user_0219,query_0357,0.45
user_0053,query_0176,0.87
user_0041,query_0255,0.31
user_0037,query_4276,0.49
user_0053,query_2294,0.5
user_0156,query_0211,0.49
user_0487,query_0388,0.63
user_0433,query_0202,0.13
user_0036,query_4871,0.26
user_0441,query_0863,0.67
user_0436,query_3828,0.51
user_0477,query_3269,0.93
user_0189,query_1658,0.87
user_0219,query_2943,0.9
user_0194,query_3411,1.0
user_0386,query_2703,0.76
user_0396,query_4486,0.36
user_0017,query_0914,0.63
user_0067,query_1274,0.28
user_0175,query_3758,0.12
user_0447,query_4905,0.15
user_0098,query_4376,0.5
user_0012,query_3052,0.08
user_0026,query_3568,0.09
user_0127,query_2054,0.66
user_0467,query_0428,0.1
user_0008,query_0784,0.8
user_0462,query_2658,0.31
user_0298,query_1606,0.44
user_0051,query_2450,0.67
user_0213,query_4910,0.1
user_0044,query_3100,0.79
user_0216,query_1962,0.02
user_0258,query_0155,0.73
user_0098,query_3955,0.43
user_0249,query_0170,0.51
user_0063,query_2277,0.38
user_0278,query_0345,0.25
user_0088,query_2632,0.88
user_0228,query_4476,0.36
user_0377,query_3737,0.76
user_0022,query_0213,0.64
user_0186,query_1231,0.47
user_0252,query_0792,0.3
user_0113,query_0951,0.94
user_0274,query_4979,0.09
user_0145,query_4512,0.43
user_0360,query_0988,0.16
user_0471,query_0829,0.13
user_0468,query_1006,0.91
user_0412,query_0407,0.5
user_0202,query_4080,0.97
user_0429,query_0505,0.25
user_0250,query_1868,0.8
user_0214,query_3274,0.64
user_0355,query_0974,0.59
user_0351,query_4167,0.45
user_0233,query_1894,0.69
user_0418,query_3224,0.36
user_0319,query_1075,0.48
user_0487,query_1600,0.24
user_0368,query_4498,0.69
user_0088,query_3352,0.05
user_0341,query_2074,0.77
user_0276,query_0409,0.97
user_0290,query_2657,0.21
user_0271,query_0688,0.31
user_0233,query_1707,0.6
user_0054,query_0507,0.72
user_0064,query_1155,0.95
user_0078,query_2309,0.38
user_0436,query_3598,0.74
user_0012,query_1849,0.28
user_0190,query_0397,0.29
user_0115,query_3529,0.32
user_0122,query_2051,0.56
user_0082,query_3646,0.16
user_0153,query_2129,0.28
user_0236,query_1724,0.9
user_0450,query_4616,0.57
user_0462,query_1052,0.36
user_0204,query_4116,0.63
user_0305,query_1007,0.34
user_0365,query_2054,0.41
user_0261,query_1074,0.35
user_0357,query_1454,0.42
user_0084,query_0023,0.73
user_0126,query_2134,0.96
user_0027,query_3645,0.77
user_0064,query_3597,0.32
user_0223,query_4975,0.0
user_0342,query_3983,0.76
user_0290,query_4962,0.51
user_0087,query_3446,0.76
user_0371,query_2431,0.48
user_0082,query_3174,0.96
user_0486,query_0996,0.23
user_0078,query_0708,0.76
user_0416,query_4561,0.36
user_0482,query_4695,0.0
user_0112,query_1459,0.54
user_0469,query_3745,0.01
user_0150,query_1016,0.01
user_0467,query_2328,0.21
user_0396,query_1441,0.36
user_0293,query_0200,0.78
user_0209,query_4003,0.51
user_0280,query_2402,0.69
user_0198,query_4501,0.43
user_0088,query_2715,0.53
user_0459,query_1539,0.69
user_0062,query_1625,0.83
user_0091,query_3618,0.04
user_0221,query_1309,0.01
user_0150,query_3552,0.75
user_0149,query_3877,0.46
user_0013,query_2578,0.64
user_0487,query_1158,0.38
user_0376,query_3556,0.51
user_0479,query_1195,0.28
user_0251,query_0571,0.19
user_0209,query_4812,0.15
user_0023,query_2949,0.85
user_0327,query_2253,0.64
user_0116,query_0905,0.44
user_0189,query_1939,0.2
user_0232,query_1464,0.28
user_0473,query_0691,0.88
user_0373,query_1208,0.05
user_0283,query_0198,0.86
user_0090,query_2982,0.96
user_0120,query_3604,0.26
user_0054,query_2028,0.83
user_0005,query_0647,0.24
user_0419,query_0540,0.69
user_0449,query_1802,0.61
user_0258,query_1792,0.31
user_0241,query_2345,0.13
user_0168,query_0189,1.0
user_0200,query_3028,0.16
user_0368,query_4861,0.89
user_0335,query_2579,0.22
user_0258,query_2497,0.6
user_0316,query_1038,0.17
user_0498,query_4720,0.82
user_0347,query_4552,0.01
user_0403,query_3574,0.66
user_0274,query_3140,0.79
user_0332,query_2652,0.69
user_0317,query_0514,0.13
user_0249,query_2007,0.65
